"","x"
"1357",129655.923179448
"1358",129569.034702212
"1359",173233.147265812
"1360",115707.558524044
"1361",99431.0766539535
"1362",178012.379591769
"1363",282453.780028078
"1364",150902.355452945
"1365",155470.649240772
"1366",131797.427848663
"1367",132955.963016591
"1368",241495.325188589
"1369",212270.778652359
"1370",218207.717010117
"1371",179654.768849627
"1372",235208.379769274
"1373",281426.644074048
"1374",221744.549751747
"1375",218753.204999793
"1376",191771.073224936
"1377",167034.244405386
"1378",156320.500333815
"1379",169005.027770189
"1380",191670.447552378
"1381",202408.715126759
"1382",222433.322956751
"1383",158838.174885684
"1384",169181.937140857
"1385",139669.231359699
"1386",206946.7372733
"1387",185470.763103344
"1388",216230.617987379
"1389",205085.401249538
"1390",254531.112917277
"1391",224543.463273128
"1392",221931.243038656
"1393",219506.946922042
"1394",142266.035763011
"1395",199922.331929442
"1396",201734.622691892
"1397",190037.847410012
"1398",200674.021566867
"1399",97231.0241660685
"1400",120344.417474929
"1401",131221.487895235
"1402",169223.108537237
"1403",135276.971549965
"1404",224355.327748747
"1405",137979.880146446
"1406",150708.264958647
"1407",99670.5496733723
"1408",87619.5164684271
"1409",98250.8979349657
"1410",122192.227697965
"1411",81387.835101933
"1412",55018.3210405141
"1413",108302.511975934
"1414",128992.556202593
"1415",134585.55648698
"1416",158939.396979584
"1417",142103.613763046
"1418",186584.223845012
"1419",133800.772753522
"1420",112685.773991515
"1421",158776.365854924
"1422",181995.128095911
"1423",188903.918417085
"1424",198192.138537037
"1425",187776.101495952
"1426",239235.21311034
"1427",100429.88842836
"1428",120522.019827231
"1429",77269.4278936972
"1430",75789.645997897
"1431",135314.079993285
"1432",84016.5692240959
"1433",113261.041094042
"1434",78527.7087361755
"1435",325766.777113787
"1436",282996.163212104
"1437",190434.714399635
"1438",156383.723444419
"1439",207445.600862317
"1440",149318.61056384
"1441",206540.010869551
"1442",188164.685809648
"1443",301375.406626052
"1444",306770.083847981
"1445",105278.663617156
"1446",182459.012495925
"1447",112361.853169876
"1448",127365.460592554
"1449",146744.741480711
"1450",80639.1592825676
"1451",78348.480950676
"1452",139285.648188689
"1453",83135.6315849238
"1454",81284.650585031
"1455",93081.9484648134
"1456",84589.9054356781
"1457",156567.883170055
"1458",129476.813383235
"1459",192368.795905392
